customer_id,tenure_months,recency_days,historical_spend,purchase_frequency,digital_engagement,email_engagement,prior_campaign_response,category_affinity,performance_affinity,lifestyle_affinity,days_since_visit,followup_eligible,primary_channel,loyalty_tier,customer_type,region,state,market_type,segment
AT-100180,14,81,37.37,0,0.914,0.665,0.347,0.095,0.424,0.617,6,False,Retail Partner,Member,New,Southeast,NC,Urban,New Customer
AT-100181,6,151,116.22,17,0.411,0.22,0.514,0.969,0.263,0.501,67,False,Direct,Member,Returning,Southeast,TN,Rural,At-Risk
AT-100182,17,48,458.18,7,0.496,0.919,0.181,0.636,0.607,0.478,89,False,Organic,Founders,Returning,Southwest,NV,Urban,High-Value
AT-100183,60,129,564.61,4,0.094,0.622,0.47,0.757,0.114,0.686,83,True,Direct,Explorer,Returning,Mountain West,UT,Urban,High-Value
AT-100184,1,163,470.53,14,0.368,0.688,0.682,0.628,0.929,0.549,63,True,Organic,Explorer,Returning,Northeast,MA,Urban,High-Value
AT-100185,63,219,153.64,8,0.412,0.386,0.352,0.549,0.35,0.675,53,False,Organic,Insider,Returning,Midwest,MN,Suburban,Lifestyle Affinity
AT-100186,85,226,72.63,6,0.18,0.094,0.643,0.531,0.803,0.485,41,True,Paid Social,Member,New,Mountain West,MT,Urban,New Customer
AT-100187,14,192,176.19,2,0.548,0.743,0.25,0.57,0.689,0.555,31,False,Direct,Explorer,Returning,Pacific Northwest,WA,Urban,Performance Affinity
AT-100188,71,134,183.16,6,0.393,0.335,0.183,0.42,0.328,0.52,19,False,Retail Partner,Explorer,New,Northeast,NY,Suburban,New Customer
AT-100189,53,211,542.34,11,0.468,0.167,0.376,0.9,0.51,0.304,46,False,Direct,Explorer,Returning,California,CA,Urban,High-Value
AT-100190,90,26,212.61,11,0.701,0.529,0.296,0.391,0.293,0.694,65,False,Direct,Explorer,Returning,Southeast,NC,Suburban,Lifestyle Affinity
AT-100191,24,239,183.4,7,0.722,0.572,0.344,0.488,0.423,0.751,85,False,Retail Partner,Explorer,New,California,CA,Rural,New Customer
AT-100192,22,49,190.84,11,0.745,0.086,0.274,0.811,0.621,0.048,50,False,Paid Social,Explorer,New,California,CA,Suburban,New Customer
AT-100193,2,97,239.82,13,0.649,0.746,0.59,0.649,0.566,0.372,16,False,Organic,Insider,New,Northeast,MA,Urban,New Customer
AT-100194,67,217,281.04,16,0.766,0.453,0.599,0.507,0.525,0.572,50,False,Paid Social,Insider,New,California,CA,Urban,New Customer
AT-100195,83,172,109.16,9,0.211,0.477,0.328,0.32,0.634,0.457,81,True,Direct,Insider,Returning,California,CA,Rural,Returning Buyer
AT-100196,2,204,86.46,4,0.781,0.283,0.266,0.377,0.48,0.716,40,True,Direct,Member,New,Midwest,MN,Urban,New Customer
AT-100197,47,165,473.14,2,0.366,0.386,0.137,0.572,0.256,0.552,74,False,Organic,Explorer,Returning,Southeast,TN,Urban,High-Value
AT-100198,69,144,57.47,2,0.796,0.228,0.705,0.363,0.796,0.731,73,False,Organic,Founders,New,California,CA,Rural,New Customer
AT-100199,75,42,570.45,0,0.33,0.347,0.131,0.163,0.521,0.568,33,True,Paid Social,Insider,Returning,Mountain West,CO,Rural,High-Value
AT-100200,89,239,47.59,10,0.951,0.438,0.722,0.73,0.211,0.238,66,False,Direct,Member,New,Northeast,NJ,Urban,New Customer
AT-100201,69,153,120.4,3,0.482,0.141,0.422,0.273,0.168,0.562,78,True,Paid Social,Explorer,Returning,Southeast,GA,Suburban,At-Risk
AT-100202,88,160,357.92,4,0.78,0.265,0.127,0.446,0.218,0.798,14,False,Paid Social,Explorer,Returning,Southwest,AZ,Suburban,High-Value
AT-100203,95,103,181.32,13,0.479,0.424,0.445,0.427,0.675,0.599,67,True,Direct,Member,Returning,California,CA,Suburban,Performance Affinity
AT-100204,89,228,72.13,5,0.305,0.319,0.243,0.693,0.386,0.252,42,False,Direct,Member,Returning,Pacific Northwest,WA,Urban,At-Risk
AT-100205,42,108,244.33,14,0.514,0.775,0.678,0.477,0.35,0.483,85,False,Organic,Explorer,Returning,California,CA,Urban,Returning Buyer
AT-100206,39,46,189.98,2,0.311,0.482,0.087,0.757,0.193,0.285,82,True,Paid Social,Founders,Returning,California,CA,Suburban,Returning Buyer
AT-100207,41,44,155.83,6,0.31,0.221,0.661,0.542,0.328,0.916,45,False,Paid Social,Member,New,Midwest,OH,Urban,New Customer
AT-100208,91,167,117.13,0,0.512,0.821,0.454,0.586,0.369,0.642,58,True,Paid Social,Member,Returning,California,CA,Suburban,Returning Buyer
AT-100209,27,178,176.93,9,0.877,0.692,0.146,0.849,0.579,0.504,64,False,Organic,Explorer,Returning,Southwest,NV,Urban,Returning Buyer
AT-100210,72,50,120.62,2,0.28,0.452,0.06,0.726,0.293,0.375,25,False,Direct,Insider,Returning,Midwest,MI,Rural,Returning Buyer
AT-100211,60,167,996.42,4,0.818,0.347,0.291,0.712,0.557,0.582,31,False,Paid Social,Insider,Returning,Midwest,IL,Rural,High-Value
AT-100212,6,239,153.24,13,0.795,0.535,0.283,0.537,0.638,0.732,63,False,Direct,Explorer,Returning,California,CA,Suburban,Lifestyle Affinity
AT-100213,47,128,139.54,15,0.869,0.336,0.606,0.961,0.233,0.745,34,False,Paid Social,Member,New,Northeast,NJ,Suburban,New Customer
AT-100214,19,232,124.07,9,0.777,0.431,0.057,0.389,0.597,0.789,10,False,Direct,Member,Returning,Northeast,NY,Urban,Lifestyle Affinity
AT-100215,70,38,628.83,17,0.26,0.265,0.029,0.94,0.188,0.503,16,False,Organic,Insider,New,Northeast,PA,Suburban,New Customer
AT-100216,43,97,57.55,13,0.046,0.694,0.848,0.208,0.527,0.518,29,False,Paid Social,Explorer,New,California,CA,Urban,New Customer
AT-100217,34,134,233.13,13,0.854,0.101,0.47,0.348,0.786,0.139,51,False,Organic,Insider,New,California,CA,Rural,New Customer
AT-100218,7,86,153.32,17,0.234,0.089,0.701,0.482,0.269,0.19,58,False,Paid Social,Member,Returning,Southeast,NC,Rural,Returning Buyer
AT-100219,13,24,66.93,1,0.755,0.322,0.547,0.437,0.365,0.671,0,False,Organic,Explorer,Returning,Mountain West,CO,Rural,Lifestyle Affinity
AT-100220,73,110,102.17,4,0.217,0.396,0.149,0.776,0.229,0.613,23,False,Retail Partner,Explorer,Returning,Mountain West,CO,Rural,Returning Buyer
AT-100221,82,82,226.3,7,0.296,0.43,0.401,0.941,0.296,0.724,82,False,Retail Partner,Explorer,Returning,Southwest,AZ,Rural,Lifestyle Affinity
AT-100222,28,49,98.98,11,0.259,0.364,0.673,0.879,0.201,0.573,16,False,Retail Partner,Explorer,Returning,Midwest,OH,Urban,Returning Buyer
AT-100223,79,89,217.39,17,0.209,0.266,0.648,0.815,0.571,0.149,29,True,Paid Social,Member,Returning,Southeast,NC,Rural,Returning Buyer
AT-100224,53,100,608.14,1,0.365,0.342,0.092,0.712,0.101,0.282,58,True,Paid Social,Insider,Returning,California,CA,Suburban,High-Value
AT-100225,34,212,204.27,4,0.335,0.367,0.476,0.512,0.811,0.898,56,False,Paid Social,Explorer,New,Southeast,GA,Suburban,New Customer
AT-100226,43,118,65.53,5,0.631,0.15,0.259,0.689,0.224,0.362,84,False,Organic,Founders,Returning,Pacific Northwest,OR,Suburban,Returning Buyer
AT-100227,66,100,100.21,12,0.79,0.599,0.029,0.397,0.198,0.273,87,False,Organic,Explorer,Returning,Midwest,MI,Urban,Returning Buyer
AT-100228,87,94,148.45,17,0.348,0.634,0.449,0.783,0.353,0.756,31,False,Paid Social,Member,Returning,Midwest,IL,Urban,Lifestyle Affinity
AT-100229,47,144,141.66,16,0.789,0.468,0.185,0.405,0.625,0.392,37,False,Direct,Founders,Returning,Pacific Northwest,OR,Urban,Returning Buyer
AT-100230,33,66,201.63,13,0.752,0.478,0.807,0.329,0.533,0.388,22,False,Direct,Insider,Returning,California,CA,Urban,Returning Buyer
AT-100231,73,210,225.59,13,0.304,0.099,0.319,0.596,0.399,0.158,6,False,Retail Partner,Member,Returning,Southwest,AZ,Suburban,At-Risk
AT-100232,50,101,608.73,7,0.391,0.187,0.451,0.595,0.382,0.558,72,False,Direct,Insider,Returning,Southeast,FL,Rural,High-Value
AT-100233,38,102,180.8,10,0.774,0.323,0.441,0.356,0.42,0.539,33,False,Paid Social,Explorer,Returning,Midwest,MN,Suburban,Returning Buyer
AT-100234,44,16,80.92,3,0.889,0.344,0.109,0.898,0.604,0.728,60,False,Paid Social,Explorer,Returning,Southeast,FL,Suburban,Lifestyle Affinity
AT-100235,51,212,406.53,9,0.732,0.786,0.519,0.258,0.726,0.611,88,False,Direct,Member,New,Northeast,MA,Suburban,New Customer
AT-100236,14,113,438.83,5,0.144,0.742,0.625,0.602,0.128,0.272,52,False,Retail Partner,Explorer,New,Southwest,AZ,Suburban,New Customer
AT-100237,6,33,213.3,16,0.346,0.137,0.515,0.641,0.54,0.699,86,False,Direct,Member,Returning,Northeast,MA,Urban,Lifestyle Affinity
AT-100238,64,41,152.55,6,0.944,0.4,0.118,0.466,0.208,0.737,41,False,Retail Partner,Explorer,Returning,Pacific Northwest,OR,Rural,Lifestyle Affinity
AT-100239,17,88,280.28,7,0.257,0.299,0.494,0.479,0.682,0.524,61,False,Paid Social,Insider,Returning,Pacific Northwest,OR,Urban,Performance Affinity
AT-100240,51,187,156.37,7,0.944,0.028,0.484,0.756,0.399,0.237,59,False,Direct,Insider,Returning,Northeast,PA,Suburban,At-Risk
AT-100241,75,23,42.99,16,0.501,0.577,0.311,0.307,0.219,0.649,61,False,Direct,Insider,New,Northeast,NY,Suburban,New Customer
AT-100242,21,29,268.92,16,0.678,0.347,0.215,0.352,0.627,0.345,89,False,Organic,Insider,New,California,CA,Suburban,New Customer
AT-100243,37,135,338.52,7,0.932,0.613,0.709,0.254,0.444,0.651,43,False,Organic,Explorer,Returning,Midwest,IL,Rural,Lifestyle Affinity
AT-100244,93,120,497.09,17,0.703,0.939,0.192,0.548,0.936,0.388,48,True,Direct,Explorer,New,Midwest,MI,Urban,New Customer
AT-100245,4,229,108.69,13,0.214,0.526,0.262,0.725,0.617,0.403,45,False,Retail Partner,Member,Returning,Southeast,FL,Rural,Returning Buyer
AT-100246,72,180,212.37,15,0.404,0.427,0.705,0.667,0.467,0.636,70,False,Direct,Member,Returning,Midwest,OH,Suburban,Returning Buyer
AT-100247,16,158,215.61,16,0.66,0.161,0.536,0.796,0.255,0.441,49,False,Retail Partner,Member,Returning,Southwest,NV,Suburban,At-Risk
AT-100248,87,81,192.44,5,0.905,0.816,0.08,0.8,0.123,0.665,16,False,Direct,Member,Returning,Mountain West,CO,Suburban,Lifestyle Affinity
AT-100249,40,150,196.45,9,0.3,0.229,0.487,0.243,0.047,0.422,35,False,Retail Partner,Member,New,Southwest,NV,Rural,New Customer
AT-100250,1,140,186.05,5,0.9,0.113,0.405,0.662,0.106,0.65,2,True,Direct,Explorer,Returning,Midwest,MN,Rural,At-Risk
AT-100251,69,67,210.23,5,0.36,0.81,0.504,0.85,0.588,0.473,73,False,Organic,Explorer,Returning,Southeast,TN,Suburban,Returning Buyer
AT-100252,14,89,304.44,8,0.535,0.752,0.069,0.907,0.71,0.871,49,False,Paid Social,Member,Returning,Southwest,NM,Rural,Performance Affinity
AT-100253,35,223,425.9,0,0.555,0.502,0.245,0.075,0.171,0.889,81,False,Direct,Member,New,California,CA,Suburban,New Customer
AT-100254,48,129,106.76,3,0.688,0.566,0.171,0.616,0.153,0.359,49,False,Retail Partner,Founders,New,California,CA,Suburban,New Customer
AT-100255,71,113,160.68,14,0.657,0.525,0.311,0.48,0.501,0.516,77,False,Direct,Member,New,Northeast,MA,Rural,New Customer
AT-100256,40,191,134.85,2,0.073,0.302,0.314,0.613,0.57,0.411,76,False,Paid Social,Insider,Returning,Northeast,PA,Urban,At-Risk
AT-100257,82,64,122.0,11,0.539,0.38,0.286,0.328,0.455,0.59,25,False,Paid Social,Insider,Returning,Pacific Northwest,WA,Suburban,Returning Buyer
AT-100258,46,53,58.49,13,0.675,0.155,0.77,0.607,0.541,0.686,53,False,Paid Social,Explorer,Returning,Pacific Northwest,OR,Urban,Lifestyle Affinity
AT-100259,33,237,184.37,4,0.733,0.903,0.253,0.795,0.446,0.48,18,True,Direct,Member,Returning,Midwest,MI,Urban,Returning Buyer
AT-100260,33,192,253.54,8,0.288,0.61,0.492,0.52,0.629,0.583,30,True,Direct,Member,New,California,CA,Rural,New Customer
AT-100261,77,102,162.62,15,0.424,0.194,0.52,0.6,0.613,0.693,87,True,Direct,Member,Returning,Northeast,PA,Urban,Lifestyle Affinity
AT-100262,64,227,180.14,15,0.435,0.699,0.342,0.409,0.877,0.434,43,True,Organic,Explorer,New,Mountain West,CO,Urban,New Customer
AT-100263,13,89,242.96,16,0.72,0.706,0.445,0.347,0.265,0.863,14,True,Direct,Insider,Returning,California,CA,Urban,Lifestyle Affinity
AT-100264,72,162,486.77,11,0.589,0.408,0.35,0.553,0.118,0.842,86,False,Retail Partner,Founders,New,Southeast,NC,Suburban,New Customer
AT-100265,40,9,135.12,15,0.924,0.527,0.692,0.517,0.263,0.198,33,False,Paid Social,Explorer,Returning,California,CA,Rural,Returning Buyer
AT-100266,34,167,79.83,7,0.802,0.473,0.319,0.493,0.35,0.692,65,False,Paid Social,Explorer,New,California,CA,Rural,New Customer
AT-100267,10,43,170.15,10,0.122,0.19,0.168,0.812,0.622,0.415,4,False,Organic,Explorer,Returning,California,CA,Urban,Returning Buyer
AT-100268,95,58,677.56,12,0.213,0.691,0.385,0.729,0.572,0.395,11,False,Direct,Insider,New,Pacific Northwest,WA,Suburban,New Customer
AT-100269,5,194,80.43,17,0.275,0.44,0.097,0.723,0.248,0.844,18,False,Paid Social,Member,Returning,Pacific Northwest,WA,Suburban,Lifestyle Affinity
AT-100270,95,50,285.74,6,0.74,0.89,0.71,0.404,0.038,0.396,84,False,Organic,Explorer,New,Pacific Northwest,WA,Suburban,New Customer
AT-100271,7,116,407.7,15,0.686,0.47,0.339,0.802,0.562,0.434,38,False,Organic,Insider,Returning,California,CA,Suburban,High-Value
AT-100272,49,221,34.61,9,0.503,0.865,0.255,0.476,0.15,0.61,79,False,Organic,Member,Returning,Pacific Northwest,WA,Urban,Returning Buyer
AT-100273,10,229,241.57,1,0.727,0.763,0.302,0.676,0.687,0.552,5,False,Paid Social,Member,Returning,Midwest,IL,Suburban,Performance Affinity
AT-100274,47,107,276.55,11,0.587,0.943,0.284,0.778,0.551,0.203,61,False,Retail Partner,Member,New,Midwest,IL,Suburban,New Customer
AT-100275,80,21,150.33,17,0.722,0.669,0.048,0.309,0.432,0.651,51,False,Direct,Member,Returning,Mountain West,MT,Suburban,Lifestyle Affinity
AT-100276,57,69,115.29,8,0.733,0.561,0.262,0.343,0.091,0.556,27,False,Organic,Member,Returning,Mountain West,UT,Suburban,Returning Buyer
AT-100277,52,148,119.89,9,0.412,0.866,0.019,0.399,0.475,0.361,38,False,Direct,Explorer,Returning,Southwest,AZ,Rural,Returning Buyer
AT-100278,12,81,144.03,16,0.715,0.035,0.244,0.689,0.23,0.83,29,False,Organic,Member,New,Southeast,FL,Suburban,New Customer
AT-100279,91,173,146.72,16,0.55,0.375,0.257,0.933,0.597,0.844,38,False,Paid Social,Insider,Returning,Northeast,PA,Urban,Lifestyle Affinity
AT-100280,36,238,128.57,7,0.836,0.376,0.714,0.283,0.247,0.622,46,False,Direct,Member,Returning,Pacific Northwest,ID,Rural,Returning Buyer
AT-100281,52,149,142.43,13,0.283,0.515,0.452,0.599,0.012,0.467,68,False,Paid Social,Insider,New,California,CA,Rural,New Customer
AT-100282,86,150,417.2,11,0.712,0.325,0.221,0.307,0.235,0.455,77,False,Organic,Member,Returning,California,CA,Urban,High-Value
AT-100283,60,127,77.47,11,0.341,0.54,0.405,0.695,0.217,0.617,35,False,Direct,Insider,Returning,California,CA,Suburban,Returning Buyer
AT-100284,70,45,53.29,12,0.317,0.061,0.055,0.638,0.406,0.213,76,False,Retail Partner,Explorer,Returning,Midwest,MN,Urban,Returning Buyer
AT-100285,18,139,421.89,5,0.426,0.08,0.503,0.7,0.482,0.484,6,False,Organic,Insider,Returning,Southwest,AZ,Suburban,High-Value
AT-100286,44,223,158.47,5,0.273,0.741,0.165,0.58,0.427,0.721,37,False,Paid Social,Explorer,Returning,Pacific Northwest,ID,Urban,Lifestyle Affinity
AT-100287,52,165,138.14,0,0.564,0.542,0.632,0.241,0.339,0.901,61,False,Organic,Explorer,Returning,Mountain West,UT,Suburban,Lifestyle Affinity
AT-100288,17,180,167.7,15,0.314,0.226,0.666,0.456,0.697,0.267,77,False,Retail Partner,Explorer,New,Midwest,MI,Urban,New Customer
AT-100289,37,207,209.87,4,0.461,0.755,0.106,0.398,0.061,0.622,62,False,Organic,Explorer,Returning,Pacific Northwest,WA,Suburban,Returning Buyer
AT-100290,79,93,125.61,12,0.75,0.696,0.244,0.772,0.172,0.687,39,False,Organic,Founders,Returning,Northeast,NY,Rural,Lifestyle Affinity
AT-100291,89,81,258.31,12,0.417,0.314,0.897,0.188,0.623,0.531,46,False,Paid Social,Founders,Returning,Pacific Northwest,OR,Urban,Returning Buyer
AT-100292,79,232,92.43,12,0.317,0.44,0.242,0.897,0.446,0.626,36,True,Organic,Insider,New,Southeast,FL,Rural,New Customer
AT-100293,89,110,146.75,15,0.204,0.119,0.514,0.532,0.37,0.623,0,False,Organic,Explorer,Returning,Pacific Northwest,ID,Rural,Returning Buyer
AT-100294,95,176,38.46,15,0.321,0.593,0.496,0.505,0.95,0.27,69,False,Retail Partner,Insider,Returning,Northeast,PA,Rural,Performance Affinity
AT-100295,19,152,411.81,0,0.537,0.448,0.523,0.549,0.492,0.532,85,False,Paid Social,Insider,Returning,Southeast,GA,Urban,High-Value
AT-100296,82,30,160.25,15,0.187,0.611,0.232,0.412,0.573,0.472,40,False,Paid Social,Explorer,Returning,Southeast,NC,Rural,Returning Buyer
AT-100297,59,76,289.77,3,0.842,0.329,0.654,0.775,0.364,0.784,27,False,Paid Social,Member,Returning,Northeast,MA,Urban,Lifestyle Affinity
AT-100298,82,78,253.05,11,0.913,0.357,0.557,0.849,0.246,0.338,74,False,Retail Partner,Member,Returning,Northeast,PA,Urban,Returning Buyer
AT-100299,61,43,266.37,12,0.326,0.315,0.071,0.546,0.22,0.665,27,False,Retail Partner,Explorer,Returning,Midwest,MN,Rural,Lifestyle Affinity
AT-100300,12,187,180.29,0,0.586,0.579,0.177,0.66,0.022,0.238,70,False,Paid Social,Member,Returning,Northeast,PA,Suburban,Returning Buyer
AT-100301,54,231,237.88,5,0.335,0.389,0.439,0.364,0.552,0.563,16,False,Organic,Insider,New,California,CA,Suburban,New Customer
AT-100302,73,231,92.49,16,0.598,0.341,0.193,0.146,0.515,0.542,1,False,Direct,Explorer,Returning,Midwest,OH,Urban,At-Risk
AT-100303,12,47,79.85,2,0.639,0.241,0.298,0.209,0.85,0.207,57,False,Paid Social,Member,Returning,Southwest,AZ,Rural,Performance Affinity
AT-100304,48,108,168.89,4,0.327,0.844,0.632,0.432,0.672,0.43,75,False,Retail Partner,Member,Returning,Northeast,NY,Suburban,Performance Affinity
AT-100305,63,56,112.64,1,0.369,0.399,0.342,0.419,0.591,0.112,53,False,Organic,Insider,Returning,Southwest,NV,Suburban,Returning Buyer
AT-100306,45,15,491.68,3,0.713,0.491,0.176,0.627,0.627,0.354,44,False,Direct,Founders,Returning,Mountain West,MT,Rural,High-Value
AT-100307,76,148,235.71,11,0.963,0.299,0.6,0.295,0.479,0.678,79,False,Organic,Insider,Returning,Midwest,MN,Urban,At-Risk
AT-100308,13,206,109.78,15,0.478,0.271,0.133,0.829,0.271,0.439,59,False,Paid Social,Member,Returning,California,CA,Urban,At-Risk
AT-100309,33,19,149.89,10,0.337,0.282,0.24,0.31,0.726,0.81,56,False,Retail Partner,Member,Returning,California,CA,Suburban,Performance Affinity
AT-100310,91,154,198.96,5,0.885,0.57,0.008,0.737,0.755,0.158,0,True,Direct,Member,New,Southwest,NV,Rural,New Customer
AT-100311,49,9,172.85,15,0.702,0.654,0.486,0.587,0.577,0.367,24,False,Paid Social,Member,Returning,Southwest,AZ,Urban,Returning Buyer
AT-100312,18,202,219.25,6,0.49,0.287,0.55,0.656,0.291,0.688,9,False,Paid Social,Explorer,Returning,California,CA,Urban,At-Risk
AT-100313,12,16,190.2,5,0.187,0.501,0.281,0.127,0.69,0.434,70,False,Retail Partner,Member,Returning,Mountain West,MT,Urban,Performance Affinity
AT-100314,57,105,68.48,9,0.457,0.202,0.703,0.674,0.445,0.541,12,False,Direct,Insider,Returning,Mountain West,MT,Rural,Returning Buyer
AT-100315,89,30,40.22,2,0.602,0.652,0.498,0.684,0.565,0.299,26,False,Retail Partner,Member,Returning,Mountain West,CO,Urban,Returning Buyer
AT-100316,5,99,139.56,6,0.74,0.058,0.32,0.657,0.545,0.866,31,True,Paid Social,Insider,Returning,Mountain West,CO,Suburban,Lifestyle Affinity
AT-100317,11,103,268.36,14,0.455,0.724,0.459,0.671,0.458,0.617,80,False,Paid Social,Member,Returning,Midwest,OH,Rural,Returning Buyer
AT-100318,36,130,140.66,10,0.585,0.417,0.242,0.584,0.274,0.827,46,False,Direct,Member,New,California,CA,Urban,New Customer
AT-100319,20,199,430.78,17,0.639,0.784,0.103,0.89,0.152,0.198,9,False,Paid Social,Explorer,Returning,Southeast,TN,Suburban,High-Value
AT-100320,12,239,175.42,13,0.174,0.69,0.476,0.375,0.102,0.21,20,False,Paid Social,Explorer,New,Southeast,GA,Suburban,New Customer
AT-100321,29,82,468.73,6,0.767,0.668,0.127,0.178,0.17,0.589,38,False,Organic,Member,Returning,Southwest,NM,Rural,High-Value
AT-100322,62,221,405.99,13,0.373,0.599,0.419,0.84,0.542,0.43,39,False,Organic,Member,Returning,Mountain West,MT,Urban,High-Value
AT-100323,79,103,378.38,15,0.293,0.37,0.117,0.268,0.171,0.259,88,False,Paid Social,Explorer,New,Midwest,IL,Urban,New Customer
AT-100324,30,29,78.07,11,0.5,0.736,0.25,0.69,0.191,0.739,72,False,Paid Social,Explorer,New,Northeast,PA,Urban,New Customer
AT-100325,67,144,183.46,13,0.529,0.434,0.869,0.883,0.255,0.231,68,False,Direct,Explorer,Returning,Midwest,IL,Suburban,Returning Buyer
AT-100326,79,173,426.64,9,0.66,0.313,0.515,0.333,0.473,0.436,89,False,Organic,Insider,Returning,Northeast,NY,Suburban,High-Value
AT-100327,1,73,219.34,16,0.552,0.352,0.19,0.515,0.609,0.637,31,False,Direct,Insider,New,Midwest,MN,Urban,New Customer
AT-100328,82,141,267.21,4,0.509,0.538,0.277,0.802,0.865,0.361,47,False,Retail Partner,Member,Returning,Midwest,MN,Urban,Performance Affinity
AT-100329,18,104,68.61,7,0.797,0.218,0.266,0.832,0.393,0.779,67,False,Retail Partner,Explorer,Returning,California,CA,Rural,Lifestyle Affinity
AT-100330,66,35,694.47,4,0.8,0.406,0.477,0.396,0.269,0.789,75,False,Organic,Explorer,New,Northeast,NY,Urban,New Customer
AT-100331,72,93,104.17,1,0.364,0.435,0.259,0.487,0.114,0.517,1,False,Direct,Explorer,Returning,California,CA,Urban,Returning Buyer
AT-100332,81,103,44.88,11,0.243,0.89,0.134,0.568,0.438,0.714,30,False,Direct,Member,Returning,Midwest,MI,Suburban,Lifestyle Affinity
AT-100333,39,82,141.77,2,0.729,0.946,0.212,0.875,0.718,0.491,1,True,Organic,Explorer,New,Southeast,GA,Urban,New Customer
AT-100334,63,219,32.68,4,0.296,0.345,0.517,0.387,0.832,0.811,10,False,Retail Partner,Explorer,Returning,California,CA,Urban,At-Risk
AT-100335,3,93,84.81,13,0.238,0.321,0.372,0.703,0.392,0.465,36,True,Paid Social,Founders,Returning,Midwest,MI,Suburban,Returning Buyer
AT-100336,43,150,1086.76,4,0.507,0.939,0.658,0.554,0.149,0.286,42,True,Direct,Member,Returning,Pacific Northwest,WA,Urban,High-Value
AT-100337,92,3,138.93,15,0.845,0.628,0.674,0.575,0.133,0.808,86,True,Direct,Insider,Returning,Northeast,PA,Suburban,Lifestyle Affinity
